"","bag_site","pop","t","bags_label","tags_label","length","width"
"3925","YorkRiver","S1-LOLA",2,"MVP-LOLA-5","C161",42,28
"3926","YorkRiver","S1-LOLA",1,"MVP-LOLA-5","C161",37,24
"3927","Lewisetta","S2-DEBY",1,"MVP-DEBY-1","A141-B293",38,24
"3928","Lewisetta","S2-DEBY",3,"MVP-DEBY-1","A141-B293",59,41
"3929","Lewisetta","S2-DEBY",2,"MVP-DEBY-1","A141-B293",40,26
"3930","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-3","E245",39,26
"3932","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-3","E245",39,23
"3933","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-1","B160",29,19
"3935","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-1","B160",34,23
"3936","Lewisetta","S1-LOLA",1,"MVP-LOLA-3","A267",31,29
"3937","Lewisetta","S1-LOLA",2,"MVP-LOLA-3","A267",33,18
"3938","Lewisetta","S1-LOLA",3,"MVP-LOLA-3","A267",97,46
"3939","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B185",46,32
"3940","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B185",43,28
"3941","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B185",84,48
"3942","YorkRiver","W3-FL",2,"MVP-FL-5","E467",38,25
"3943","YorkRiver","W3-FL",3,"MVP-FL-5","E467",50,33
"3944","YorkRiver","W3-FL",1,"MVP-FL-5","E467",30,18
"3945","YorkRiver","W2-LA",1,"MVP-LA-6","A879",27,21
"3946","YorkRiver","W2-LA",2,"MVP-LA-6","A879",28,20
"3947","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-3","E224",42,32
"3948","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-3","E224",31,29
"3949","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-3","E224",60,49
"3950","YorkRiver","W3-FL",1,"MVP-FL-5","E469",36,16
"3951","YorkRiver","W3-FL",2,"MVP-FL-5","E469",38,19
"3952","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-3","B118",32,24
"3953","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-3","B118",32,24
"3954","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-3","B118",54,40
"3955","Lewisetta","W4-VA",1,"MVP-JR-2","A118",39,26
"3956","Lewisetta","W4-VA",2,"MVP-JR-2","A118",49,37
"3957","YorkRiver","H1-HYBRIDMIX",3,"MVP-LARMIX-6","E351",69,40
"3958","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-6","E351",48,29
"3959","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-6","E351",49,27
"3960","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-2","A340",44,37
"3961","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-2","A340",39,30
"3962","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-2","A340",34,28
"3963","Lewisetta","W3-FL",1,"MVP-FL-3","E128",23,19
"3964","Lewisetta","W3-FL",2,"MVP-FL-3","E128",24,19
"3965","YorkRiver","W4-VA",1,"MVP-JR-5","A659",36,23
"3966","YorkRiver","W4-VA",2,"MVP-JR-5","A659",40,26
"3967","YorkRiver","W4-VA",3,"MVP-JR-5","A659",68,43
"3968","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-3","E247",48,33
"3969","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-3","E247",42,28
"3970","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-3","E247",49,31
"3971","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-2","A364",35,20
"3972","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-2","A364",42,29
"3973","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-2","A364",58,36
"3974","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A033",44,32
"3975","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A033",84,51
"3976","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A033",39,27
"3977","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A015",37,27
"3978","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A015",44,28
"3979","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A015",93,57
"3980","YorkRiver","S2-DEBY",1,"MVP-DEBY-6","E514",39,27
"3981","YorkRiver","S2-DEBY",2,"MVP-DEBY-6","E514",47,26
"3982","Lewisetta","W5-NH",2,"MVP-NH-3","B035",39,26
"3984","Lewisetta","W5-NH",1,"MVP-NH-3","B035",32,18
"3985","YorkRiver","W4-VA",2,"MVP-JR-4","C144",37,26
"3986","YorkRiver","W4-VA",3,"MVP-JR-4","C144",62,44
"3987","YorkRiver","W4-VA",1,"MVP-JR-4","C144",31,22
"3988","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B169",56,35
"3990","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B169",55,35
"3991","Lewisetta","W4-VA",1,"MVP-JR-2","A097",27,21
"3992","Lewisetta","W4-VA",2,"MVP-JR-2","A097",42,37
"3993","YorkRiver","W4-VA",2,"MVP-JR-6","A795",49,30
"3994","YorkRiver","W4-VA",1,"MVP-JR-6","A795",43,28
"3995","YorkRiver","S2-DEBY",2,"MVP-DEBY-6","E513",34,26
"3996","YorkRiver","S2-DEBY",1,"MVP-DEBY-6","E513",32,22
"3997","YorkRiver","S2-DEBY",3,"MVP-DEBY-6","E513",65,57
"3998","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A012",68,50
"3999","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A012",39,25
"4000","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A012",48,32
"4001","YorkRiver","W5-NH",1,"MVP-NH-6","C113",28,20
"4003","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B170",71,49
"4004","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B170",42,29
"4005","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B170",39,27
"4006","Lewisetta","W2-LA",1,"MVP-LA-1","A064",40,30
"4007","Lewisetta","W2-LA",3,"MVP-LA-1","A064",112,59
"4008","Lewisetta","W2-LA",2,"MVP-LA-1","A064",43,33
"4009","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","LOLA-4-extra",21,14
"4010","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","LOLA-4-extra",11,9
"4011","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","LOLA-4-extra",16,11
"4012","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E189",40,26
"4013","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E189",36,24
"4014","Lewisetta","S2-DEBY",3,"MVP-DEBY-2","E189",79,41
"4015","YorkRiver","W3-FL",2,"MVP-FL-4","E400",40,24
"4016","YorkRiver","W3-FL",3,"MVP-FL-4","E400",57,33
"4017","YorkRiver","W3-FL",1,"MVP-FL-4","E400",38,25
"4018","Lewisetta","W3-FL",2,"MVP-FL-3","E086",37,21
"4019","Lewisetta","W3-FL",3,"MVP-FL-3","E086",60,57
"4020","Lewisetta","W3-FL",1,"MVP-FL-3","E086",32,23
"4021","YorkRiver","H1-HYBRIDMIX",3,"MVP-LARMIX-6","E364",64,49
"4022","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-6","E364",40,29
"4023","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-6","E364",36,27
"4024","YorkRiver","S1-LOLA",2,"MVP-LOLA-6","E437",46,27
"4026","YorkRiver","S1-LOLA",1,"MVP-LOLA-6","E437",43,27
"4027","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-5","A715",31,18
"4028","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-5","A715",33,18
"4029","YorkRiver","H1-HYBRIDMIX",3,"MVP-LARMIX-5","A715",60,40
"4030","Lewisetta","S1-LOLA",2,"MVP-LOLA-2","A428",55,39
"4031","Lewisetta","S1-LOLA",1,"MVP-LOLA-2","A428",52,36
"4032","Lewisetta","S1-LOLA",3,"MVP-LOLA-2","A428",97,62
"4033","Lewisetta","W2-LA",1,"MVP-LA-1","A063",45,28
"4034","Lewisetta","W2-LA",2,"MVP-LA-1","A063",53,33
"4035","Lewisetta","W2-LA",3,"MVP-LA-1","A063",97,51
"4036","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-3","E223",30,26
"4037","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-3","E223",30,27
"4038","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-3","E223",36,36
"4039","YorkRiver","W4-VA",1,"MVP-JR-6","A803",29,23
"4040","YorkRiver","W4-VA",3,"MVP-JR-6","A803",58,39
"4041","YorkRiver","W4-VA",2,"MVP-JR-6","A803",32,25
"4042","YorkRiver","S2-DEBY",2,"MVP-DEBY-5","A583",37,20
"4043","YorkRiver","S2-DEBY",3,"MVP-DEBY-5","A583",62,41
"4044","YorkRiver","S2-DEBY",1,"MVP-DEBY-5","A583",36,22
"4045","Lewisetta","W1-TX",1,"MVP-TX-2","B080",38,26
"4046","Lewisetta","W1-TX",2,"MVP-TX-2","B080",43,27
"4047","YorkRiver","S2-DEBY",2,"MVP-DEBY-5","A609",31,24
"4048","YorkRiver","S2-DEBY",3,"MVP-DEBY-5","A609",60,55
"4049","YorkRiver","S2-DEBY",1,"MVP-DEBY-5","A609",27,20
"4050","Lewisetta","W4-VA",2,"MVP-JR-2","A100",35,29
"4052","Lewisetta","W4-VA",1,"MVP-JR-2","A100",28,23
"4053","Lewisetta","W1-TX",1,"MVP-TX-3","E001",42,27
"4054","Lewisetta","W1-TX",2,"MVP-TX-3","E001",50,36
"4055","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-2","A309",48,28
"4056","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-2","A309",54,32
"4058","YorkRiver","W1-TX",1,"MVP-TX-6","C386",22,17
"4059","YorkRiver","W1-TX",2,"MVP-TX-6","C386",28,21
"4060","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-4","A764",38,21
"4061","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-4","A764",52,35
"4062","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-4","A764",35,21
"4063","Lewisetta","W1-TX",1,"MVP-TX-1","E204",41,26
"4064","Lewisetta","W1-TX",2,"MVP-TX-1","E204",52,32
"4065","Lewisetta","W1-TX",3,"MVP-TX-1","E204",60,45
"4066","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-5","A706",30,18
"4067","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-5","A706",28,18
"4068","YorkRiver","W6-ME",1,"MVP-ME-4","C285",35,23
"4070","YorkRiver","W6-ME",2,"MVP-ME-6","A619",35,24
"4071","YorkRiver","W6-ME",1,"MVP-ME-6","A619",35,24
"4072","YorkRiver","W6-ME",3,"MVP-ME-6","A619",35,33
"4073","YorkRiver","S2-DEBY",1,"MVP-DEBY-5","A595",43,29
"4074","YorkRiver","S2-DEBY",2,"MVP-DEBY-5","A595",46,30
"4075","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-5","A722",32,22
"4076","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-5","A722",32,19
"4078","YorkRiver","W4-VA",3,"MVP-JR-4","C124",48,36
"4079","YorkRiver","W4-VA",1,"MVP-JR-4","C124",30,21
"4080","YorkRiver","W4-VA",2,"MVP-JR-4","C124",35,22
"4081","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-4","A761",30,24
"4082","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-4","A761",38,28
"4083","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-4","A761",60,49
"4084","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A002",31,25
"4085","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A002",39,23
"4086","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A002",81,50
"4087","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-4","A744",31,17
"4088","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-4","A744",32,18
"4089","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-4","A744",30,18
"4090","YorkRiver","W6-ME",2,"MVP-ME-5","A832",37,23
"4091","YorkRiver","W6-ME",1,"MVP-ME-5","A832",37,24
"4092","YorkRiver","W6-ME",3,"MVP-ME-5","A832",46,32
"4093","YorkRiver","W3-FL",2,"MVP-FL-5","E471",61,27
"4094","YorkRiver","W3-FL",1,"MVP-FL-5","E471",54,22
"4095","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C327",42,31
"4096","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C327",35,26
"4097","Lewisetta","W4-VA",1,"MVP-JR-3","D774",31,26
"4098","Lewisetta","W4-VA",2,"MVP-JR-3","D774",36,31
"4099","Lewisetta","W4-VA",3,"MVP-JR-3","D774",75,48
"4100","YorkRiver","W5-NH",2,"MVP-NH-5","C066",31,21
"4101","YorkRiver","W5-NH",1,"MVP-NH-5","C066",29,20
"4102","YorkRiver","W2-LA",2,"MVP-LA-6","A877",36,23
"4103","YorkRiver","W2-LA",3,"MVP-LA-6","A877",49,39
"4104","YorkRiver","W2-LA",1,"MVP-LA-6","A877",32,21
"4105","Lewisetta","W2-LA",3,"MVP-LA-1","A052",105,59
"4106","Lewisetta","W2-LA",2,"MVP-LA-1","A052",40,25
"4107","Lewisetta","W2-LA",1,"MVP-LA-1","A052",35,20
"4108","Lewisetta","W3-FL",3,"MVP-FL-3","E119",54,37
"4109","Lewisetta","W3-FL",1,"MVP-FL-3","E119",33,21
"4110","Lewisetta","W3-FL",2,"MVP-FL-3","E119",35,22
"4111","Lewisetta","W5-NH",2,"MVP-NH-1","B209",33,21
"4112","Lewisetta","W5-NH",3,"MVP-NH-1","B209",42,30
"4113","Lewisetta","W5-NH",1,"MVP-NH-1","B209",33,21
"4114","YorkRiver","W1-TX",3,"MVP-TX-6","C372",51,45
"4115","YorkRiver","W1-TX",2,"MVP-TX-6","C372",35,23
"4116","YorkRiver","W1-TX",1,"MVP-TX-6","C372",30,19
"4117","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B201",50,24
"4118","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B201",95,65
"4119","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B201",54,27
"4120","Lewisetta","W1-TX",3,"MVP-TX-3","E004",58,39
"4121","Lewisetta","W1-TX",2,"MVP-TX-3","E004",30,20
"4122","Lewisetta","W1-TX",1,"MVP-TX-3","E004",24,16
"4123","YorkRiver","W6-ME",2,"MVP-ME-6","A634",35,21
"4124","YorkRiver","W6-ME",1,"MVP-ME-6","A634",34,20
"4125","Lewisetta","W1-TX",3,"MVP-TX-3","E029",58,50
"4126","Lewisetta","W1-TX",1,"MVP-TX-3","E029",35,27
"4127","Lewisetta","W1-TX",2,"MVP-TX-3","E029",39,31
"4128","YorkRiver","S1-LOLA",3,"MVP-LOLA-6","E460",73,42
"4129","YorkRiver","S1-LOLA",2,"MVP-LOLA-6","E460",43,24
"4130","YorkRiver","S1-LOLA",1,"MVP-LOLA-6","E460",41,24
"4131","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-3","B103",54,28
"4132","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-3","B103",104,63
"4133","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-3","B103",60,32
"4134","YorkRiver","W4-VA",3,"MVP-JR-5","A656",71,50
"4135","YorkRiver","W4-VA",1,"MVP-JR-5","A656",34,24
"4136","YorkRiver","W4-VA",2,"MVP-JR-5","A656",37,25
"4137","Lewisetta","W3-FL",2,"MVP-FL-3","E103",47,26
"4138","Lewisetta","W3-FL",1,"MVP-FL-3","E103",42,26
"4139","Lewisetta","W3-FL",3,"MVP-FL-3","E103",64,45
"4140","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C349",36,26
"4141","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-6","C349",66,50
"4142","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C349",30,20
"4143","YorkRiver","W1-TX",2,"MVP-TX-5","C036",34,20
"4144","YorkRiver","W1-TX",1,"MVP-TX-5","C036",29,17
"4145","YorkRiver","W5-NH",1,"MVP-NH-5","C078",32,23
"4146","YorkRiver","W5-NH",3,"MVP-NH-5","C078",58,43
"4147","YorkRiver","W5-NH",2,"MVP-NH-5","C078",34,23
"4148","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-2","A350",54,39
"4150","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-2","A350",41,31
"4152","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-5","A541",44,32
"4153","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-5","A541",41,29
"4154","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C332",44,29
"4155","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C332",51,30
"4156","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-6","C332",90,63
"4157","Lewisetta","W1-TX",1,"MVP-TX-3","E035-B299",35,29
"4158","Lewisetta","W1-TX",3,"MVP-TX-3","E035-B299",87,57
"4159","Lewisetta","W1-TX",2,"MVP-TX-3","E035-B299",40,30
"4160","Lewisetta","W3-FL",1,"MVP-FL-2","E054",30,18
"4161","Lewisetta","W3-FL",3,"MVP-FL-2","E054",67,46
"4162","Lewisetta","W3-FL",2,"MVP-FL-2","E054",40,24
"4163","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-2","A307",56,31
"4164","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-2","A307",71,46
"4165","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-2","A307",57,34
"4166","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-6","E362",47,31
"4167","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-6","E362",46,32
"4169","Lewisetta","W4-VA",1,"MVP-JR-1","D769",32,22
"4170","Lewisetta","W4-VA",2,"MVP-JR-1","D769",40,29
"4171","YorkRiver","W1-TX",3,"MVP-TX-5","C003",59,42
"4172","YorkRiver","W1-TX",2,"MVP-TX-5","C003",42,31
"4173","YorkRiver","W1-TX",1,"MVP-TX-5","C003",36,24
"4174","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-1","A397",72,46
"4175","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-1","A397",48,31
"4176","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-1","A397",56,35
"4177","YorkRiver","W2-LA",1,"MVP-LA-4","A532",30,20
"4178","YorkRiver","W2-LA",2,"MVP-LA-4","A532",37,27
"4180","Lewisetta","S1-LOLA",3,"MVP-LOLA-2","A421",74,48
"4181","Lewisetta","S1-LOLA",2,"MVP-LOLA-2","A421",41,24
"4182","Lewisetta","S1-LOLA",1,"MVP-LOLA-2","A421",38,28
"4183","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-3","E238",49,29
"4184","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-3","E238",72,42
"4185","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-3","E238",44,27
"4186","YorkRiver","W6-ME",1,"MVP-ME-6","ME-6-extra",10,8
"4187","YorkRiver","W6-ME",1,"MVP-ME-6","ME-6-extra",13,8
"4188","YorkRiver","W6-ME",1,"MVP-ME-6","ME-6-extra",16,10
"4189","YorkRiver","W6-ME",1,"MVP-ME-6","ME-6-extra",15,8
"4191","Lewisetta","W6-ME",2,"MVP-ME-3","A224",47,29
"4192","Lewisetta","W6-ME",1,"MVP-ME-3","A224",38,24
"4193","YorkRiver","W2-LA",1,"MVP-LA-4","A533",24,17
"4194","YorkRiver","W2-LA",3,"MVP-LA-4","A533",32,24
"4195","YorkRiver","W2-LA",2,"MVP-LA-4","A533",33,21
"4196","Lewisetta","W1-TX",3,"MVP-TX-1","E145",65,44
"4197","Lewisetta","W1-TX",2,"MVP-TX-1","E145",44,31
"4198","Lewisetta","W1-TX",1,"MVP-TX-1","E145",40,30
"4199","Lewisetta","W5-NH",1,"MVP-NH-1","B242",31,22
"4200","Lewisetta","W5-NH",2,"MVP-NH-1","B242",35,30
"4201","YorkRiver","W2-LA",1,"MVP-LA-5","C218",37,23
"4202","YorkRiver","W2-LA",2,"MVP-LA-5","C218",41,26
"4204","YorkRiver","W3-FL",1,"MVP-FL-4","E380",43,25
"4205","YorkRiver","W3-FL",2,"MVP-FL-4","E380",48,28
"4206","YorkRiver","W5-NH",1,"MVP-NH-4","A491",25,19
"4208","Lewisetta","W4-VA",1,"MVP-JR-1","B393",39,24
"4209","Lewisetta","W4-VA",2,"MVP-JR-1","B393",48,29
"4210","YorkRiver","W1-TX",2,"MVP-TX-4","C268",44,29
"4211","YorkRiver","W1-TX",1,"MVP-TX-4","C268",37,25
"4212","YorkRiver","W1-TX",3,"MVP-TX-5","C000",64,46
"4213","YorkRiver","W1-TX",2,"MVP-TX-5","C000",42,27
"4214","YorkRiver","W1-TX",1,"MVP-TX-5","C000",37,22
"4215","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E599",36,26
"4216","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E599",45,30
"4217","Lewisetta","W3-FL",1,"MVP-FL-2","E042",30,20
"4218","Lewisetta","W3-FL",2,"MVP-FL-2","E042",32,23
"4219","Lewisetta","W3-FL",3,"MVP-FL-2","E042",25,18
"4220","YorkRiver","S2-DEBY",3,"MVP-DEBY-6","E540",74,41
"4221","YorkRiver","S2-DEBY",1,"MVP-DEBY-6","E540",40,25
"4222","YorkRiver","S2-DEBY",2,"MVP-DEBY-6","E540",47,25
"4223","YorkRiver","W6-ME",1,"MVP-ME-4","C298",29,17
"4224","YorkRiver","W6-ME",2,"MVP-ME-4","C298",33,20
"4225","Lewisetta","W3-FL",3,"MVP-FL-1","2157",63,39
"4226","Lewisetta","W3-FL",2,"MVP-FL-1","2157",24,17
"4227","Lewisetta","W3-FL",1,"MVP-FL-1","2157",25,19
"4228","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-6","C355",52,36
"4229","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C355",31,17
"4230","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C355",40,27
"4231","YorkRiver","W6-ME",3,"MVP-ME-4","C307",53,28
"4232","YorkRiver","W6-ME",2,"MVP-ME-4","C307",32,20
"4233","YorkRiver","W6-ME",1,"MVP-ME-4","C307",31,19
"4234","YorkRiver","W4-VA",1,"MVP-JR-5","A665",29,21
"4235","YorkRiver","W4-VA",3,"MVP-JR-5","A665",40,33
"4236","YorkRiver","W4-VA",2,"MVP-JR-5","A665",31,22
"4237","YorkRiver","S2-DEBY",2,"MVP-DEBY-5","A615",42,28
"4238","YorkRiver","S2-DEBY",3,"MVP-DEBY-5","A615",61,39
"4239","YorkRiver","S2-DEBY",1,"MVP-DEBY-5","A615",42,29
"4240","Lewisetta","W5-NH",1,"MVP-NH-3","B008",29,21
"4241","Lewisetta","W5-NH",2,"MVP-NH-3","B008",31,23
"4242","Lewisetta","W5-NH",3,"MVP-NH-3","B008",55,39
"4243","YorkRiver","W3-FL",1,"MVP-FL-6","E542",42,26
"4244","YorkRiver","W3-FL",2,"MVP-FL-6","E542",49,28
"4245","Lewisetta","W1-TX",2,"MVP-TX-3","B305",41,28
"4246","Lewisetta","W1-TX",3,"MVP-TX-3","B305",74,49
"4247","Lewisetta","W1-TX",1,"MVP-TX-3","B305",34,25
"4248","Lewisetta","W3-FL",1,"MVP-FL-3","E109",39,19
"4249","Lewisetta","W3-FL",2,"MVP-FL-3","E109",43,21
"4250","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-2","A315",50,27
"4251","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-2","A315",63,41
"4252","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-2","A315",46,24
"4253","Lewisetta","W5-NH",2,"MVP-NH-1","B221",33,26
"4254","Lewisetta","W5-NH",3,"MVP-NH-1","B221",35,30
"4255","Lewisetta","W5-NH",1,"MVP-NH-1","B221",32,26
"4256","Lewisetta","S1-LOLA",2,"MVP-LOLA-3","A255",37,27
"4257","Lewisetta","S1-LOLA",3,"MVP-LOLA-3","A255",77,56
"4258","Lewisetta","S1-LOLA",1,"MVP-LOLA-3","A255",32,22
"4259","Lewisetta","W3-FL",3,"MVP-FL-3","B382",61,46
"4260","Lewisetta","W3-FL",1,"MVP-FL-3","B382",37,27
"4261","Lewisetta","W3-FL",2,"MVP-FL-3","B382",37,28
"4262","YorkRiver","W4-VA",2,"MVP-JR-4","C131",40,26
"4263","YorkRiver","W4-VA",1,"MVP-JR-4","C131",36,23
"4264","YorkRiver","W6-ME",1,"MVP-ME-5","A821",42,27
"4265","YorkRiver","W6-ME",2,"MVP-ME-5","A821",43,26
"4266","YorkRiver","W4-VA",2,"MVP-JR-6","A807",37,24
"4267","YorkRiver","W4-VA",3,"MVP-JR-6","A807",49,39
"4268","YorkRiver","W4-VA",1,"MVP-JR-6","A807",31,22
"4269","YorkRiver","W1-TX",1,"MVP-TX-5","C001",31,16
"4270","YorkRiver","W1-TX",3,"MVP-TX-5","C001",60,39
"4271","YorkRiver","W1-TX",2,"MVP-TX-5","C001",40,21
"4272","YorkRiver","W2-LA",2,"MVP-LA-5","C220",31,24
"4273","YorkRiver","W2-LA",3,"MVP-LA-5","C220",59,50
"4274","YorkRiver","W2-LA",1,"MVP-LA-5","C220",28,21
"4275","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-2","A344",50,30
"4276","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-2","A344",38,29
"4278","Lewisetta","W5-NH",1,"MVP-NH-3","B038",28,21
"4279","Lewisetta","W5-NH",3,"MVP-NH-3","B038",50,36
"4280","Lewisetta","W5-NH",2,"MVP-NH-3","B038",33,26
"4281","Lewisetta","S1-LOLA",2,"MVP-LOLA-2","A432",42,33
"4282","Lewisetta","S1-LOLA",1,"MVP-LOLA-2","A432",45,33
"4283","YorkRiver","S2-DEBY",2,"MVP-DEBY-6","E534",26,16
"4284","YorkRiver","S2-DEBY",1,"MVP-DEBY-6","E534",26,16
"4285","YorkRiver","S2-DEBY",3,"MVP-DEBY-6","E534",73,49
"4286","Lewisetta","W2-LA",2,"MVP-LA-2","E277",46,35
"4287","Lewisetta","W2-LA",1,"MVP-LA-2","E277",43,29
"4288","Lewisetta","W2-LA",3,"MVP-LA-2","E277",77,65
"4289","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-5","A701",49,28
"4290","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-5","A701",41,25
"4291","Lewisetta","W5-NH",1,"MVP-NH-3","B018",32,21
"4293","Lewisetta","W5-NH",2,"MVP-NH-3","B018",35,27
"4294","YorkRiver","S2-DEBY",1,"MVP-DEBY-6","E511",43,32
"4295","YorkRiver","S2-DEBY",3,"MVP-DEBY-6","E511",42,26
"4296","YorkRiver","S2-DEBY",2,"MVP-DEBY-6","E511",50,35
"4297","YorkRiver","W2-LA",3,"MVP-LA-5","C201",39,28
