"phenotyping_key","phenotyping_label","phenotyping_bag_key","phenotyping_timestamp","shell_length_mm","shell_width_mm","tissue_wetweight_g","shell_dryweight_g","tissue_dryweight_g","phenotyping_notes","macroparasites","username","phenBags_TissueCollected","phenBags_VialLabel","FreezerBox_ID","phenBags_VialBuffer","phenBags_tissueType","phenBags_ShellBagID","CI","samplingTimePoint","site","population","bagID","grouping","site.pop"
"3b5efe76","2024-5-7_MVP-LOLA-6_ALIVE__477","fd08e9cc","6/3/2024 11:47:03",34,21,0.4,2.66,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.25563909774436,"2024-05","YR","S1-LOLA","LOLA-6","Selection","YR.LOLA"
"ad505e16","2024-5-7_MVP-JR-5_ALIVE__478","487f61c9","6/3/2024 11:47:31",33,24,0.93,4.65,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.2258064516129,"2024-05","YR","W4-VA","JR-5","Wild","YR.VA"
"0fc55805","2024-5-7_MVP-JR-5_ALIVE__479","487f61c9","6/3/2024 11:48:01",23,17,0.37,1.45,0.07,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.82758620689655,"2024-05","YR","W4-VA","JR-5","Wild","YR.VA"
"e616ff6f","2024-5-7_MVP-JR-5_ALIVE__480","487f61c9","6/3/2024 11:48:03",31,24,0.74,2.95,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.06779661016949,"2024-05","YR","W4-VA","JR-5","Wild","YR.VA"
"8b5d67e0","2024-4-29_MVP-LOLA-2_ALIVE__481","47cff474","6/3/2024 11:48:15",44,30,0.87,5.77,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.59965337954939,"2024-05","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"77a63ef4","2024-4-29_MVP-LOLA-2_ALIVE__482","47cff474","6/3/2024 11:48:57",33,22,0.22,2.82,0.02,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,0.709219858156028,"2024-05","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"72c1036a","2024-4-29_MVP-LOLA-2_ALIVE__483","47cff474","6/3/2024 11:48:59",48,30,1.05,4.88,0.22,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.50819672131148,"2024-05","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"77dcdf26","2024-5-1_MVP-JR-2_ALIVE__484","e23e9585","6/3/2024 11:49:17",49,26,1.1,5.85,0.22,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.76068376068376,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"0a55757e","2024-5-1_MVP-JR-2_ALIVE__485","e23e9585","6/3/2024 11:50:02",34,25,0.51,3.16,0.1,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.16455696202532,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"952f2d9e","2024-5-1_MVP-JR-2_ALIVE__486","e23e9585","6/3/2024 11:50:04",29,20,0.58,2.83,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.12014134275618,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"9f52429a","2024-5-7_MVP-NH-6_ALIVE__487","931488bd","6/3/2024 11:50:36",24,18,0.84,2.59,0.13,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.01930501930502,"2024-05","YR","W5-NH","NH-6","Wild","YR.NH"
"263eefa4","2024-5-7_MVP-NH-6_ALIVE__488","931488bd","6/3/2024 11:51:08",32,23,0.6,3.31,0.12,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.62537764350453,"2024-05","YR","W5-NH","NH-6","Wild","YR.NH"
"187eed20","2024-5-7_MVP-ME-4_ALIVE__489","44fc4c10","6/3/2024 11:51:22",35,20,0.68,3.46,0.13,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.75722543352601,"2024-05","YR","W6-ME","ME-4","Wild","YR.ME"
"11f44195","2024-5-7_MVP-ME-4_ALIVE__490","44fc4c10","6/3/2024 11:52:05",27,18,0.42,1.65,0.08,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.84848484848485,"2024-05","YR","W6-ME","ME-4","Wild","YR.ME"
"fcb6a5fc","2024-5-7_MVP-SEEDMIX-5_ALIVE__491","d0b2c35f","6/3/2024 11:52:29",45,26,0.99,7.22,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.35457063711911,"2024-05","YR","H2-SEEDMIX","SEEDMIX-5","Mixtures","YR.SEEDMIX"
"ef8208a5","2024-5-7_MVP-SEEDMIX-5_ALIVE__492","d0b2c35f","6/3/2024 11:53:16",33,22,0.57,3.65,0.1,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.73972602739726,"2024-05","YR","H2-SEEDMIX","SEEDMIX-5","Mixtures","YR.SEEDMIX"
"12a0e67e","2024-5-7_MVP-SEEDMIX-5_ALIVE__493","d0b2c35f","6/3/2024 11:53:18",35,25,0.76,4.39,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.64464692482916,"2024-05","YR","H2-SEEDMIX","SEEDMIX-5","Mixtures","YR.SEEDMIX"
"45b0ff51","2024-5-1_MVP-ME-2_ALIVE__494","6276db7a","6/3/2024 11:53:31",38,24,0.71,3.73,0.13,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.48525469168901,"2024-05","LEW","W6-ME","ME-1","Wild","LEW.ME"
"43eb127f","2024-5-1_MVP-ME-2_ALIVE__495","6276db7a","6/3/2024 11:54:17",41,27,1.07,4.2,0.2,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.76190476190476,"2024-05","LEW","W6-ME","ME-1","Wild","LEW.ME"
"9d4b7682","2024-4-29_MVP-TX-2_ALIVE__496","a64d56eb","6/3/2024 11:54:45",43,29,0.92,6.63,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.4132730015083,"2024-05","LEW","W1-TX","TX-2","Wild","LEW.TX"
"ec025bd6","2024-4-29_MVP-TX-2_ALIVE__497","a64d56eb","6/3/2024 11:55:19",35,26,0.64,2.93,0.06,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.04778156996587,"2024-05","LEW","W1-TX","TX-2","Wild","LEW.TX"
"1f52a197","2024-4-29_MVP-TX-2_ALIVE__498","a64d56eb","6/3/2024 11:55:23",39,26,0.5,5.09,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,1.37524557956778,"2024-05","LEW","W1-TX","TX-2","Wild","LEW.TX"
"685e16df","2024-5-5_MVP-TX-4_ALIVE__499","2203d253","6/3/2024 11:55:32",48,30,1.14,7.46,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.27882037533512,"2024-05","YR","W1-TX","TX-4","Wild","YR.TX"
"64401fa9","2024-5-5_MVP-TX-4_ALIVE__500","2203d253","6/3/2024 11:55:52",42,38,1.45,7.45,0.23,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.08724832214765,"2024-05","YR","W1-TX","TX-4","Wild","YR.TX"
"d6584299","2024-5-5_MVP-TX-4_ALIVE__501","2203d253","6/3/2024 11:55:54",39,27,1.07,4.85,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.47422680412371,"2024-05","YR","W1-TX","TX-4","Wild","YR.TX"
"6a26307f","2024-4-29_MVP-LOLA-2_ALIVE__502","47cff474","6/4/2024 11:10:20",38,23,0.57,3.12,0.09,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.88461538461538,"2024-05","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"7985ccdd","2024-4-29_MVP-LOLA-2_ALIVE__503","47cff474","6/4/2024 11:10:50",56,26,0.71,7.47,0.07,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,0.937081659973226,"2024-05","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"a5a73812","2024-5-7_MVP-LOLA-6_ALIVE__504","fd08e9cc","6/4/2024 11:11:07",35,25,0.87,5.15,0.17,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.30097087378641,"2024-05","YR","S1-LOLA","LOLA-6","Selection","YR.LOLA"
"c94e9266","2024-5-7_MVP-LOLA-6_ALIVE__505","fd08e9cc","6/4/2024 11:11:40",25,15,0.24,1.98,0.04,NA,"pea crab , polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.02020202020202,"2024-05","YR","S1-LOLA","LOLA-6","Selection","YR.LOLA"
"31667743","2024-5-1_MVP-JR-2_ALIVE__506","e23e9585","6/4/2024 11:11:52",41,30,1.23,5.43,0.15,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.76243093922652,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"15d8775c","2024-5-1_MVP-JR-2_ALIVE__507","e23e9585","6/4/2024 11:12:29",30,24,0.8,2.52,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.76190476190476,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"e0710eea","2024-4-29_MVP-TX-2_ALIVE__508","a64d56eb","6/4/2024 11:12:51",32,24,0.75,4.12,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.66990291262136,"2024-05","LEW","W1-TX","TX-2","Wild","LEW.TX"
"36f420a3","2024-4-29_MVP-TX-2_ALIVE__509","a64d56eb","6/4/2024 11:13:19",33,29,0.79,3.7,0.08,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.16216216216216,"2024-05","LEW","W1-TX","TX-2","Wild","LEW.TX"
"f1cfdc05","2024-5-7_MVP-SEEDMIX-5_ALIVE__510","d0b2c35f","6/4/2024 11:13:37",35,23,0.49,2.48,0.09,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.62903225806452,"2024-05","YR","H2-SEEDMIX","SEEDMIX-5","Mixtures","YR.SEEDMIX"
"cb727cf2","2024-5-7_MVP-SEEDMIX-5_ALIVE__511","d0b2c35f","6/4/2024 11:14:08",27,20,0.68,3.16,0.09,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.84810126582278,"2024-05","YR","H2-SEEDMIX","SEEDMIX-5","Mixtures","YR.SEEDMIX"
"30d5e5da","2024-5-1_MVP-FL-1_ALIVE__512","dde3597a","6/4/2024 11:14:41",45,32,1.58,6.45,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.48062015503876,"2024-05","LEW","W3-FL","FL-1","Wild","LEW.FL"
"4de2d9b1","2024-5-1_MVP-FL-1_ALIVE__513","dde3597a","6/4/2024 11:14:55",37,20,0.36,2.37,0.06,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.53164556962025,"2024-05","LEW","W3-FL","FL-1","Wild","LEW.FL"
"988209d0","2024-5-1_MVP-ME-2_ALIVE__514","6276db7a","6/4/2024 11:15:18",26,20,0.32,1.52,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.94736842105263,"2024-05","LEW","W6-ME","ME-1","Wild","LEW.ME"
"f50cc6c5","2024-5-1_MVP-ME-2_ALIVE__515","6276db7a","6/4/2024 11:16:03",33,19,0.41,1.97,0.07,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.55329949238579,"2024-05","LEW","W6-ME","ME-1","Wild","LEW.ME"
"076ea1f1","2024-5-1_MVP-ME-2_ALIVE__516","6276db7a","6/4/2024 11:16:05",35,27,0.65,2.89,0.14,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.84429065743945,"2024-05","LEW","W6-ME","ME-1","Wild","LEW.ME"
"5c0feaf6","2024-5-7_MVP-SEEDMIX-4_ALIVE__517","90c1ae8f","6/4/2024 11:16:51",25,18,0.47,2.68,0.08,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.98507462686567,"2024-05","YR","H2-SEEDMIX","SEEDMIX-4","Mixtures","YR.SEEDMIX"
"9f76f7cc","2024-5-7_MVP-SEEDMIX-4_ALIVE__518","90c1ae8f","6/4/2024 11:16:54",38,24,1.32,4.83,0.2,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.1407867494824,"2024-05","YR","H2-SEEDMIX","SEEDMIX-4","Mixtures","YR.SEEDMIX"
"06f58fcd","2024-5-7_MVP-SEEDMIX-4_ALIVE__519","90c1ae8f","6/4/2024 11:16:56",40,26,0.95,6.7,0.18,NA,"pea crab , polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.6865671641791,"2024-05","YR","H2-SEEDMIX","SEEDMIX-4","Mixtures","YR.SEEDMIX"
"a93fd864","2024-5-7_MVP-JR-5_ALIVE__520","487f61c9","6/4/2024 11:17:29",31,21,0.53,2.42,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.06611570247934,"2024-05","YR","W4-VA","JR-5","Wild","YR.VA"
"ccb8d98f","2024-5-7_MVP-JR-5_ALIVE__521","487f61c9","6/4/2024 11:17:59",21,14,0.25,1.03,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.88349514563107,"2024-05","YR","W4-VA","JR-5","Wild","YR.VA"
"b3f771d0","2024-5-5_MVP-TX-4_ALIVE__522","2203d253","6/4/2024 11:18:19",28,21,0.26,2.84,0.05,NA,"pea crab , polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,1.76056338028169,"2024-05","YR","W1-TX","TX-4","Wild","YR.TX"
"0ec36583","2024-5-5_MVP-TX-4_ALIVE__523","2203d253","6/4/2024 11:19:02",35,21,0.96,3.63,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.03030303030303,"2024-05","YR","W1-TX","TX-4","Wild","YR.TX"
"5c0c3f1b","2024-4-29_MVP-LOLA-3_ALIVE__524","86791941","6/4/2024 11:19:18",33,20,0.45,2.36,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.96610169491525,"2024-05","LEW","S1-LOLA","LOLA-3","Selection","LEW.LOLA"
"cd42c2c2","2024-4-29_MVP-LOLA-3_ALIVE__525","86791941","6/4/2024 11:19:49",53,42,1.69,9.41,0.34,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.61317747077577,"2024-05","LEW","S1-LOLA","LOLA-3","Selection","LEW.LOLA"
"d6b42e78","2024-5-7_MVP-LARMIX-4_ALIVE__526","e4c063ae","6/4/2024 11:21:04",36,23,0.84,4.54,0.13,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.86343612334802,"2024-05","YR","H1-LARMIX","LARMIX-4","Mixtures","YR.LARMIX"
"e5533c47","2024-5-7_MVP-LARMIX-4_ALIVE__527","e4c063ae","6/4/2024 11:21:06",37,22,0.91,3.42,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.67836257309941,"2024-05","YR","H1-LARMIX","LARMIX-4","Mixtures","YR.LARMIX"
"bf2ff0f2","2024-5-7_MVP-LARMIX-4_ALIVE__528","e4c063ae","6/4/2024 11:21:07",36,23,1.07,4.38,0.23,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.25114155251142,"2024-05","YR","H1-LARMIX","LARMIX-4","Mixtures","YR.LARMIX"
"38c4be7d","2024-5-5_MVP-DEBY-4_ALIVE__529","d6daf0af","6/4/2024 11:21:20",32,21,0.69,2.93,0.08,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.73037542662116,"2024-05","YR","S2-DEBY","DEBY-4","Selection","YR.DEBY"
"a7dcea40","2024-5-5_MVP-DEBY-4_ALIVE__530","d6daf0af","6/4/2024 11:21:57",39,24,1.49,4.3,0.19,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.41860465116279,"2024-05","YR","S2-DEBY","DEBY-4","Selection","YR.DEBY"
"d4f3ae00","2024-5-5_MVP-DEBY-4_ALIVE__531","d6daf0af","6/4/2024 11:22:05",40,31,1.66,6.46,0.33,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.10835913312694,"2024-05","YR","S2-DEBY","DEBY-4","Selection","YR.DEBY"
"6b2757ec","2024-4-29_MVP-ME-3_ALIVE__532","5b2e1077","6/4/2024 11:22:22",40,21,0.69,2.29,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.24017467248908,"2024-05","LEW","W6-ME","ME-3","Wild","LEW.ME"
"ab15efa3","2024-4-29_MVP-ME-3_ALIVE__533","5b2e1077","6/4/2024 11:22:58",29,22,0.4,1.64,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.26829268292683,"2024-05","LEW","W6-ME","ME-3","Wild","LEW.ME"
"687b8fad","2024-4-29_MVP-ME-3_ALIVE__534","5b2e1077","6/4/2024 11:23:01",54,35,2.13,8.75,0.41,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.68571428571429,"2024-05","LEW","W6-ME","ME-3","Wild","LEW.ME"
"dabed3b6","2024-5-7_MVP-JR-4_ALIVE__535","dd1854f2","6/4/2024 11:23:23",28,20,0.27,1.95,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.05128205128205,"2024-05","YR","W4-VA","JR-4","Wild","YR.VA"
"81efedf7","2024-5-7_MVP-JR-4_ALIVE__536","dd1854f2","6/4/2024 11:24:51",32,21,0.5,2.65,0.09,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.39622641509434,"2024-05","YR","W4-VA","JR-4","Wild","YR.VA"
"87dfeaf1","2024-5-7_MVP-JR-4_ALIVE__537","dd1854f2","6/4/2024 11:24:53",33,20,0.27,3.08,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,1.2987012987013,"2024-05","YR","W4-VA","JR-4","Wild","YR.VA"
"c09e73a4","2024-5-7_MVP-LARMIX-4_ALIVE__538","e4c063ae","6/10/2024 9:25:47",17,11,0.12,0.64,0.02,"Shell fell apart.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.125,"2024-05","YR","H1-LARMIX","LARMIX-4","Mixtures","YR.LARMIX"
"da98f6c8","2024-5-7_MVP-LARMIX-4_ALIVE__539","e4c063ae","6/10/2024 9:25:48",33,19,0.64,3.07,0.11,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.58306188925081,"2024-05","YR","H1-LARMIX","LARMIX-4","Mixtures","YR.LARMIX"
"cc37e36b","2024-4-29_MVP-LOLA-3_ALIVE__541","86791941","6/10/2024 9:27:37",48,30,0.96,5.68,0.16,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.8169014084507,"2024-05","LEW","S1-LOLA","LOLA-3","Selection","LEW.LOLA"
"c0a0cb2e","2024-4-29_MVP-LOLA-3_ALIVE__542","86791941","6/10/2024 9:27:39",37,30,1.46,5.36,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.17164179104478,"2024-05","LEW","S1-LOLA","LOLA-3","Selection","LEW.LOLA"
"eb1283ab","2024-5-1_MVP-FL-1_ALIVE__543","dde3597a","6/10/2024 9:28:23",40,21,0.52,3.2,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.1875,"2024-05","LEW","W3-FL","FL-1","Wild","LEW.FL"
"181f5a47","2024-5-1_MVP-FL-1_ALIVE__544","dde3597a","6/10/2024 9:28:25",42,20,0.43,3.08,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,1.94805194805195,"2024-05","LEW","W3-FL","FL-1","Wild","LEW.FL"
"65a46ae8","2024-5-1_MVP-FL-1_ALIVE__545","dde3597a","6/10/2024 9:28:27",38,22,0.5,3.33,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.1021021021021,"2024-05","LEW","W3-FL","FL-1","Wild","LEW.FL"
